Income,Response,Age,relationship,Education_Level,members_home,AcceptedCmp,num_purchases,expenses
32300.0,0,51,in_relationship,Graduate,2,0,5,22
20180.0,0,48,single,Graduate,0,0,8,84
34961.0,0,51,in_relationship,Graduate,2,0,10,73
28440.0,0,50,in_relationship,Postgraduate,2,0,6,63
64504.0,1,71,in_relationship,Postgraduate,4,0,25,1190
33564.0,0,58,in_relationship,Postgraduate,2,0,6,64
17345.0,0,46,in_relationship,Graduate,2,0,7,29
56320.0,0,57,in_relationship,Postgraduate,2,0,21,426
28647.0,1,46,single,Graduate,1,1,7,56
15038.0,0,37,single,Undergraduate,1,0,7,23
32173.0,0,66,single,Postgraduate,1,0,5,20
68316.0,0,60,in_relationship,Undergraduate,2,0,32,1047
74538.0,1,53,in_relationship,Graduate,1,0,22,1211
91700.0,1,53,single,Graduate,0,0,20,1709
68695.0,0,55,in_relationship,Graduate,1,0,16,895
31056.0,0,47,in_relationship,Undergraduate,2,0,5,28
79593.0,0,51,in_relationship,Graduate,1,0,19,978
28071.0,0,44,single,Graduate,0,0,13,202
37334.0,0,66,in_relationship,Postgraduate,3,0,11,43
46423.0,0,52,single,Postgraduate,2,0,9,84
37126.0,1,53,in_relationship,Postgraduate,2,1,6,57
47703.0,0,71,in_relationship,Graduate,2,0,21,493
61180.0,0,65,in_relationship,Graduate,2,1,18,456
38998.0,0,70,in_relationship,Graduate,3,0,8,49
8028.0,0,33,single,Graduate,0,0,16,157
76081.0,0,62,in_relationship,Graduate,1,1,14,737
34728.0,1,38,in_relationship,Graduate,2,0,5,30
33168.0,0,59,single,Postgraduate,1,0,10,118
33585.0,0,58,in_relationship,Postgraduate,2,0,7,74
77037.0,0,64,in_relationship,Postgraduate,2,0,27,892
35196.0,1,40,in_relationship,Graduate,2,0,18,228
44529.0,0,58,in_relationship,Graduate,2,0,25,642
70924.0,0,59,in_relationship,Undergraduate,1,0,20,1003
28764.0,0,58,in_relationship,Postgraduate,3,1,4,11
69098.0,0,75,in_relationship,Postgraduate,1,0,25,2117
25959.0,1,54,single,Undergraduate,2,0,7,18
27100.0,0,41,in_relationship,Postgraduate,2,0,5,25
70596.0,0,39,single,Graduate,0,0,21,925
42557.0,0,50,in_relationship,Graduate,2,0,15,250
53312.0,0,73,in_relationship,Postgraduate,1,0,12,253
72228.0,0,72,single,Graduate,0,0,22,1150
67605.0,0,37,in_relationship,Graduate,1,0,17,646
62845.0,0,75,in_relationship,Postgraduate,3,0,28,1144
65196.0,0,66,in_relationship,Graduate,3,1,26,943
42000.0,1,37,single,Postgraduate,0,0,20,474
35860.0,0,51,single,Postgraduate,2,1,6,23
65526.0,0,60,in_relationship,Postgraduate,2,0,17,485
16860.0,0,63,in_relationship,Graduate,3,0,8,18
83528.0,1,32,single,Graduate,0,2,23,1325
64176.0,0,59,single,Undergraduate,1,0,33,1497
22304.0,0,68,single,Graduate,0,0,4,12
67023.0,0,46,in_relationship,Graduate,1,0,24,870
32892.0,0,53,in_relationship,Postgraduate,2,0,8,41
70713.0,0,58,in_relationship,Graduate,2,0,25,1129
59925.0,0,69,in_relationship,Graduate,2,0,23,670
39722.0,0,71,in_relationship,Graduate,2,0,7,37
46610.0,0,66,in_relationship,Graduate,1,0,14,328
88347.0,0,63,in_relationship,Graduate,1,1,21,1783
87171.0,0,43,in_relationship,Postgraduate,1,1,25,1152
26907.0,0,48,in_relationship,Undergraduate,3,0,6,17
50014.0,0,56,single,Postgraduate,1,0,15,325
41014.0,0,46,in_relationship,Postgraduate,2,0,4,15
66294.0,0,59,single,Graduate,0,0,13,693
36715.0,1,53,in_relationship,Graduate,2,0,19,307
79456.0,1,68,in_relationship,Graduate,1,0,16,1155
40479.0,0,42,in_relationship,Graduate,2,0,4,13
75345.0,1,54,single,Postgraduate,0,1,20,1817
54233.0,0,47,in_relationship,Graduate,2,0,26,818
24163.0,0,54,single,Graduate,2,0,6,12
84460.0,1,66,in_relationship,Postgraduate,1,2,22,282
43776.0,0,41,in_relationship,Graduate,2,0,4,17
71691.0,1,66,single,Postgraduate,0,0,17,877
85844.0,0,51,in_relationship,Postgraduate,1,0,20,1800
39190.0,0,50,single,Postgraduate,1,0,9,94
71367.0,0,65,in_relationship,Graduate,1,0,17,639
38578.0,0,52,single,Postgraduate,2,0,9,64
57236.0,0,59,in_relationship,Postgraduate,3,0,10,114
61825.0,0,45,single,Graduate,1,0,15,312
79803.0,0,66,single,Graduate,1,0,13,798
80910.0,0,38,single,Undergraduate,0,0,15,609
27590.0,0,42,in_relationship,Postgraduate,2,0,4,11
56775.0,0,45,in_relationship,Graduate,2,0,25,809
83829.0,1,49,single,Graduate,0,2,17,1488
54210.0,0,45,in_relationship,Undergraduate,2,0,14,233
38508.0,0,38,in_relationship,Graduate,2,0,20,345
53187.0,0,54,in_relationship,Graduate,2,0,13,243
30023.0,0,52,in_relationship,Graduate,2,0,6,27
76045.0,0,64,single,Postgraduate,0,1,21,1213
50870.0,0,72,in_relationship,Postgraduate,2,0,6,61
15315.0,0,54,in_relationship,Undergraduate,1,0,8,24
65463.0,0,50,in_relationship,Undergraduate,2,0,19,493
66480.0,0,59,in_relationship,Graduate,3,0,19,265
76773.0,0,70,single,Graduate,0,0,16,1021
81698.0,1,41,single,Undergraduate,0,1,16,869
54466.0,0,51,single,Postgraduate,2,0,4,16
98777.0,0,64,single,Postgraduate,0,0,19,1730
16269.0,0,40,single,Postgraduate,1,0,9,40
71819.0,0,53,in_relationship,Graduate,2,0,14,1392
33569.0,1,41,in_relationship,Postgraduate,2,1,5,36
36262.0,1,41,in_relationship,Postgraduate,1,1,12,181
22634.0,0,58,in_relationship,Undergraduate,1,0,6,36
47025.0,0,46,in_relationship,Undergraduate,2,0,23,578
70566.0,0,56,single,Graduate,1,0,22,624
31605.0,0,45,in_relationship,Postgraduate,2,0,9,116
52034.0,0,51,single,Postgraduate,2,0,16,239
48526.0,0,45,single,Graduate,1,0,8,63
46734.0,0,70,in_relationship,Graduate,2,0,14,252
39552.0,1,62,single,Graduate,2,0,20,315
86358.0,0,58,single,Graduate,2,0,18,1498
46931.0,0,47,in_relationship,Graduate,4,0,7,58
16581.0,0,39,single,Undergraduate,0,0,4,8
63998.0,1,72,single,Undergraduate,0,0,25,1023
67381.0,0,73,in_relationship,Postgraduate,2,0,17,876
25930.0,0,57,single,Graduate,2,0,4,9
42693.0,0,46,in_relationship,Graduate,2,0,5,32
85606.0,0,48,in_relationship,Graduate,2,1,24,1623
72903.0,1,39,single,Graduate,0,1,21,1955
49669.0,0,50,in_relationship,Undergraduate,2,0,14,278
36778.0,0,56,in_relationship,Postgraduate,3,0,9,67
85696.0,1,62,single,Postgraduate,0,0,20,1185
10979.0,0,35,single,Postgraduate,0,0,8,22
49678.0,0,63,in_relationship,Graduate,2,0,14,290
56129.0,0,71,in_relationship,Postgraduate,2,0,22,501
37155.0,0,35,in_relationship,Graduate,2,0,7,49
21282.0,0,46,single,Undergraduate,1,0,7,14
33419.0,0,62,single,Postgraduate,1,0,8,68
63285.0,0,79,single,Graduate,0,0,25,881
21255.0,0,50,in_relationship,Postgraduate,2,0,11,54
42162.0,1,43,in_relationship,Graduate,2,1,9,112
54450.0,0,68,in_relationship,Graduate,3,0,31,625
57744.0,0,70,in_relationship,Postgraduate,2,0,16,392
26576.0,1,38,single,Graduate,1,1,4,18
57513.0,0,81,single,Postgraduate,0,0,27,958
68142.0,0,60,in_relationship,Graduate,2,0,24,1219
7500.0,0,45,in_relationship,Graduate,2,0,4,10
83145.0,1,50,in_relationship,Graduate,1,0,26,1543
54197.0,0,64,in_relationship,Postgraduate,2,0,12,205
23091.0,0,61,single,Postgraduate,2,0,10,46
46049.0,1,48,in_relationship,Graduate,3,0,26,463
56715.0,0,50,in_relationship,Graduate,1,0,15,602
79410.0,0,63,in_relationship,Graduate,1,0,11,1221
57304.0,0,73,in_relationship,Graduate,2,0,25,765
44375.0,0,59,in_relationship,Graduate,2,0,12,246
54450.0,0,68,in_relationship,Graduate,3,0,31,625
59594.0,0,59,in_relationship,Graduate,2,0,17,490
80685.0,0,30,in_relationship,Graduate,1,0,21,890
40344.0,0,50,in_relationship,Postgraduate,2,0,12,216
62710.0,0,52,in_relationship,Graduate,2,0,22,559
48985.0,0,56,in_relationship,Undergraduate,2,0,6,50
35322.0,0,56,in_relationship,Graduate,4,0,9,74
77142.0,0,76,in_relationship,Graduate,1,0,17,713
81657.0,0,55,single,Graduate,0,0,16,829
14421.0,0,28,in_relationship,Undergraduate,1,1,4,2
20130.0,0,50,in_relationship,Undergraduate,1,0,5,9
74214.0,0,34,in_relationship,Postgraduate,1,0,16,1493
66726.0,0,67,in_relationship,Postgraduate,3,0,17,391
23724.0,0,45,in_relationship,Undergraduate,2,0,7,43
47353.0,0,64,in_relationship,Postgraduate,2,0,13,205
33444.0,0,72,in_relationship,Postgraduate,3,0,4,16
54386.0,0,43,in_relationship,Graduate,2,0,17,362
28510.0,0,43,single,Graduate,2,0,9,68
90638.0,0,33,single,Postgraduate,0,0,18,2191
48070.0,0,74,in_relationship,Graduate,2,0,19,470
43140.0,0,67,in_relationship,Graduate,2,0,11,218
54959.0,1,63,single,Postgraduate,1,0,21,1208
15056.0,0,66,single,Undergraduate,2,0,12,21
26954.0,0,53,single,Graduate,1,0,4,16
22327.0,0,39,single,Graduate,1,0,5,17
44393.0,0,59,in_relationship,Graduate,3,0,7,46
62000.0,0,72,single,Postgraduate,1,1,26,1000
31497.0,0,62,in_relationship,Postgraduate,2,0,10,137
45894.0,0,50,in_relationship,Undergraduate,3,0,5,36
78579.0,1,54,single,Postgraduate,0,0,16,1431
67369.0,1,55,single,Postgraduate,1,0,25,1368
58401.0,0,64,single,Graduate,1,0,6,21
62307.0,0,72,single,Graduate,1,0,9,134
43641.0,0,55,in_relationship,Postgraduate,3,0,10,110
63841.0,0,56,single,Postgraduate,1,0,22,750
46891.0,0,59,in_relationship,Undergraduate,2,0,8,78
70091.0,0,55,in_relationship,Postgraduate,2,0,19,1135
78075.0,0,52,in_relationship,Postgraduate,1,0,14,839
59184.0,0,63,single,Undergraduate,1,0,27,596
54809.0,0,47,in_relationship,Graduate,3,0,12,126
58113.0,0,65,in_relationship,Graduate,2,0,22,494
51412.0,0,66,in_relationship,Postgraduate,2,0,11,172
15287.0,1,45,single,Graduate,1,1,6,11
66636.0,0,67,in_relationship,Postgraduate,1,0,17,990
50965.0,0,68,in_relationship,Postgraduate,2,1,22,642
84618.0,0,59,in_relationship,Postgraduate,1,0,26,1585
18351.0,0,34,in_relationship,Graduate,1,0,6,22
40451.0,0,67,in_relationship,Postgraduate,3,1,5,39
36317.0,0,59,in_relationship,Graduate,2,0,9,115
42213.0,0,67,in_relationship,Graduate,2,0,15,336
65748.0,0,69,in_relationship,Graduate,2,0,18,338
77044.0,0,52,in_relationship,Graduate,2,1,31,905
74918.0,0,55,in_relationship,Graduate,1,0,21,1944
56721.0,0,52,in_relationship,Graduate,3,0,15,202
42160.0,1,49,single,Graduate,2,0,11,102
61559.0,0,59,single,Graduate,1,0,17,450
33629.0,0,61,in_relationship,Postgraduate,3,0,13,148
68682.0,0,33,in_relationship,Postgraduate,1,0,24,1424
34377.0,0,61,single,Graduate,1,0,8,84
8940.0,0,38,single,Undergraduate,1,0,10,49
26228.0,0,51,in_relationship,Graduate,2,0,4,12
77297.0,0,67,single,Undergraduate,0,1,22,578
40211.0,0,43,in_relationship,Graduate,3,1,7,59
33438.0,0,66,single,Postgraduate,2,0,11,79
75032.0,0,65,in_relationship,Postgraduate,2,0,20,1144
61284.0,0,69,single,Postgraduate,0,0,22,739
22518.0,1,38,in_relationship,Graduate,2,1,7,30
54730.0,0,49,in_relationship,Postgraduate,2,0,18,338
38452.0,0,69,in_relationship,Postgraduate,3,0,9,70
44421.0,0,53,single,Graduate,2,0,14,174
38197.0,0,38,in_relationship,Postgraduate,2,0,5,34
41986.0,0,46,single,Graduate,1,0,10,40
28427.0,0,41,in_relationship,Graduate,2,0,7,40
37395.0,0,48,in_relationship,Postgraduate,2,0,5,27
64722.0,0,53,in_relationship,Graduate,2,0,25,583
55249.0,0,68,in_relationship,Postgraduate,2,0,8,117
84906.0,0,52,in_relationship,Graduate,1,1,24,1426
28691.0,0,35,in_relationship,Graduate,2,0,5,22
44213.0,0,72,single,Graduate,2,0,12,141
25707.0,0,40,single,Undergraduate,1,0,5,9
59062.0,0,57,in_relationship,Postgraduate,4,0,7,59
76624.0,0,62,single,Graduate,1,1,23,664
66000.0,0,77,in_relationship,Postgraduate,1,0,10,565
27683.0,0,46,in_relationship,Postgraduate,2,0,16,282
1730.0,0,53,single,Graduate,0,0,15,5
7500.0,0,32,single,Undergraduate,1,0,11,45
40521.0,0,56,in_relationship,Graduate,3,0,4,17
20427.0,0,51,in_relationship,Postgraduate,2,0,4,9
65106.0,0,49,in_relationship,Graduate,2,0,27,942
69969.0,1,59,in_relationship,Postgraduate,1,1,13,1425
67433.0,0,72,in_relationship,Graduate,3,0,28,902
77766.0,1,57,in_relationship,Postgraduate,2,1,34,1328
74716.0,0,52,in_relationship,Graduate,2,0,17,581
68118.0,0,61,single,Graduate,1,0,23,741
55158.0,1,54,in_relationship,Postgraduate,3,0,18,380
62972.0,1,69,in_relationship,Undergraduate,2,0,16,375
74190.0,0,49,in_relationship,Graduate,2,0,19,318
39356.0,0,48,in_relationship,Graduate,3,1,4,17
76653.0,0,55,in_relationship,Graduate,1,1,23,1745
35860.0,0,51,single,Postgraduate,2,1,6,23
90687.0,1,41,single,Postgraduate,0,0,17,1671
73450.0,0,42,in_relationship,Postgraduate,1,2,27,1608
31454.0,0,64,in_relationship,Graduate,3,0,8,39
47139.0,1,72,single,Graduate,2,0,7,58
83829.0,1,49,single,Graduate,0,2,17,1488
53378.0,1,61,in_relationship,Postgraduate,3,0,29,647
19656.0,0,54,in_relationship,Graduate,2,0,9,38
45579.0,0,76,in_relationship,Postgraduate,2,0,10,179
85485.0,0,66,single,Undergraduate,0,0,19,1267
55956.0,0,80,in_relationship,Graduate,1,0,16,902
64191.0,0,61,single,Postgraduate,1,0,24,621
38808.0,1,52,single,Graduate,1,1,14,194
57183.0,0,58,in_relationship,Postgraduate,3,0,25,533
23748.0,0,56,single,Postgraduate,1,0,9,41
66303.0,0,53,in_relationship,Graduate,2,0,22,1198
37368.0,0,49,in_relationship,Postgraduate,2,1,4,16
40800.0,0,60,in_relationship,Graduate,4,0,8,51
71847.0,0,46,single,Graduate,0,1,22,864
46149.0,0,49,in_relationship,Graduate,2,0,18,331
78687.0,1,41,in_relationship,Graduate,1,0,19,1689
49118.0,1,53,single,Undergraduate,0,1,28,913
37633.0,0,67,in_relationship,Postgraduate,3,0,6,37
39767.0,0,73,in_relationship,Postgraduate,1,0,17,378
26997.0,0,73,in_relationship,Undergraduate,1,0,13,108
33986.0,0,54,single,Graduate,1,0,5,36
57091.0,1,52,in_relationship,Postgraduate,2,0,18,486
46831.0,0,55,in_relationship,Undergraduate,3,0,7,34
83151.0,1,52,in_relationship,Postgraduate,1,2,23,1957
52531.0,0,53,in_relationship,Graduate,1,0,21,546
15759.0,0,68,in_relationship,Graduate,1,0,4,8
22804.0,0,53,single,Graduate,1,0,5,22
43050.0,0,51,in_relationship,Undergraduate,2,0,8,59
42997.0,0,47,single,Postgraduate,2,0,4,9
48918.0,0,61,single,Postgraduate,2,0,7,61
60033.0,0,70,in_relationship,Postgraduate,2,0,10,120
34043.0,0,46,in_relationship,Postgraduate,2,0,5,36
57811.0,0,58,in_relationship,Graduate,2,0,25,666
78569.0,1,78,in_relationship,Graduate,1,0,15,1259
7500.0,0,46,single,Graduate,2,0,10,15
157733.0,0,53,in_relationship,Postgraduate,2,0,2,49
94384.0,1,71,in_relationship,Graduate,1,1,18,1925
23148.0,0,39,in_relationship,Undergraduate,1,0,6,18
44267.0,0,54,single,Graduate,2,0,16,253
71626.0,0,45,in_relationship,Graduate,1,0,19,994
60894.0,0,58,in_relationship,Graduate,2,0,26,768
50200.0,0,48,in_relationship,Graduate,3,0,19,323
81051.0,0,59,in_relationship,Postgraduate,1,0,23,1420
65169.0,1,42,in_relationship,Graduate,1,3,28,1143
59868.0,0,52,in_relationship,Graduate,2,0,32,976
65695.0,0,64,in_relationship,Postgraduate,2,0,21,592
64857.0,0,68,single,Postgraduate,0,0,23,1287
45143.0,0,59,in_relationship,Postgraduate,2,0,15,281
74805.0,0,69,in_relationship,Undergraduate,2,0,26,580
59060.0,0,35,in_relationship,Undergraduate,2,0,14,186
27238.0,0,62,single,Postgraduate,2,0,9,54
47009.0,0,59,in_relationship,Graduate,2,0,17,289
46094.0,0,51,in_relationship,Undergraduate,3,0,5,34
40321.0,0,52,in_relationship,Graduate,3,0,8,69
37235.0,0,40,in_relationship,Graduate,2,0,5,31
81843.0,0,64,in_relationship,Postgraduate,1,0,27,1402
46692.0,0,66,in_relationship,Postgraduate,2,0,15,273
77382.0,0,56,in_relationship,Graduate,2,0,26,770
37774.0,1,47,single,Graduate,2,1,16,288
18393.0,0,50,in_relationship,Undergraduate,2,0,8,30
72828.0,0,62,in_relationship,Postgraduate,2,0,28,1440
24711.0,0,42,in_relationship,Graduate,1,0,7,42
45503.0,0,49,in_relationship,Postgraduate,2,0,9,145
6560.0,0,42,single,Postgraduate,0,0,2,104
71604.0,1,79,in_relationship,Postgraduate,1,1,17,926
27244.0,0,45,in_relationship,Graduate,2,0,8,28
48752.0,1,55,in_relationship,Graduate,3,0,17,230
71434.0,0,62,in_relationship,Graduate,2,1,21,964
90842.0,0,76,single,Graduate,0,0,27,962
88097.0,1,46,in_relationship,Postgraduate,2,1,20,643
51948.0,0,49,in_relationship,Graduate,2,0,13,169
71853.0,0,42,in_relationship,Graduate,1,0,17,879
35876.0,0,41,in_relationship,Postgraduate,1,0,8,108
40049.0,0,72,single,Graduate,1,0,5,26
39660.0,1,42,single,Graduate,1,0,14,230
50127.0,0,62,in_relationship,Graduate,2,0,13,295
43263.0,0,47,in_relationship,Postgraduate,2,0,16,329
62845.0,1,75,in_relationship,Postgraduate,3,0,28,1144
18929.0,0,34,in_relationship,Graduate,1,0,6,40
24367.0,0,42,single,Undergraduate,1,0,4,8
33249.0,0,49,single,Graduate,1,0,8,37
26887.0,0,65,in_relationship,Undergraduate,2,0,5,17
50150.0,0,41,in_relationship,Postgraduate,1,0,16,273
62061.0,0,48,in_relationship,Graduate,2,0,24,732
85696.0,1,62,single,Postgraduate,0,0,20,1185
76542.0,0,68,in_relationship,Postgraduate,1,0,23,1440
70515.0,1,31,single,Graduate,0,0,17,872
18227.0,0,37,in_relationship,Graduate,2,0,4,10
69139.0,0,59,in_relationship,Graduate,2,0,11,173
69109.0,1,42,in_relationship,Graduate,1,0,20,1307
69627.0,0,62,single,Graduate,1,0,23,607
38136.0,0,46,in_relationship,Graduate,2,1,8,50
62159.0,0,78,single,Postgraduate,0,0,19,458
80695.0,0,61,single,Graduate,0,0,19,1670
33316.0,0,53,single,Postgraduate,2,0,10,111
58554.0,0,56,in_relationship,Graduate,3,0,22,460
17256.0,0,32,in_relationship,Undergraduate,2,1,7,24
53034.0,0,50,single,Graduate,2,0,22,371
52203.0,0,74,in_relationship,Undergraduate,1,0,27,747
59601.0,0,47,single,Undergraduate,1,0,15,767
75154.0,1,66,single,Postgraduate,1,0,16,758
47025.0,0,48,single,Graduate,1,0,17,369
37971.0,0,51,in_relationship,Graduate,2,0,5,19
41335.0,0,56,single,Postgraduate,1,0,12,152
67267.0,0,66,in_relationship,Graduate,2,0,11,204
57338.0,0,49,single,Graduate,1,0,12,201
50523.0,0,64,in_relationship,Undergraduate,3,0,8,79
35791.0,0,59,single,Postgraduate,3,0,6,32
50611.0,0,64,single,Postgraduate,1,0,22,483
56242.0,0,55,in_relationship,Postgraduate,2,0,28,864
48904.0,0,64,single,Graduate,1,0,17,331
56243.0,0,49,single,Graduate,3,0,20,382
21355.0,1,39,in_relationship,Graduate,2,1,7,32
57420.0,0,53,in_relationship,Postgraduate,2,0,15,298
46390.0,0,69,single,Postgraduate,1,0,10,173
54342.0,0,68,in_relationship,Undergraduate,3,0,12,128
20895.0,0,51,in_relationship,Graduate,2,0,6,38
92344.0,0,76,in_relationship,Graduate,1,1,20,1710
26907.0,0,48,in_relationship,Undergraduate,3,0,6,17
44964.0,0,44,in_relationship,Graduate,3,0,5,37
75507.0,0,45,in_relationship,Graduate,1,0,21,1176
53761.0,0,52,in_relationship,Postgraduate,3,0,17,234
22682.0,0,51,in_relationship,Graduate,2,0,10,53
38887.0,0,52,in_relationship,Postgraduate,2,0,5,39
41658.0,0,49,single,Undergraduate,2,0,6,24
29791.0,0,52,in_relationship,Postgraduate,2,0,7,20
63915.0,0,68,in_relationship,Postgraduate,3,0,23,744
39996.0,0,50,single,Graduate,2,0,4,14
26759.0,0,52,single,Graduate,1,0,8,44
63841.0,0,56,single,Postgraduate,1,0,22,750
51039.0,0,55,in_relationship,Postgraduate,3,0,14,243
60544.0,0,63,in_relationship,Graduate,3,0,15,246
65685.0,0,52,in_relationship,Graduate,2,0,21,705
37716.0,0,71,in_relationship,Graduate,2,0,10,139
36864.0,1,67,single,Graduate,1,0,14,248
44511.0,0,54,in_relationship,Postgraduate,2,0,26,653
36947.0,0,57,in_relationship,Postgraduate,3,0,11,112
47352.0,0,73,in_relationship,Postgraduate,2,0,16,296
67087.0,0,71,in_relationship,Postgraduate,2,0,22,586
57045.0,0,74,in_relationship,Graduate,2,0,18,413
36957.0,1,71,single,Postgraduate,2,0,11,118
69389.0,0,47,in_relationship,Postgraduate,2,0,22,667
80134.0,1,52,in_relationship,Graduate,2,1,16,1506
43142.0,0,55,in_relationship,Postgraduate,3,0,4,13
80589.0,1,80,in_relationship,Graduate,1,1,21,1120
34412.0,0,34,single,Graduate,1,0,11,114
57537.0,0,45,single,Graduate,1,0,19,386
22634.0,0,58,in_relationship,Undergraduate,1,0,6,36
51315.0,0,76,in_relationship,Graduate,1,0,10,135
36026.0,0,52,in_relationship,Graduate,4,0,7,34
24639.0,0,51,in_relationship,Graduate,3,0,9,39
34578.0,0,52,in_relationship,Postgraduate,4,0,4,8
65704.0,0,52,single,Undergraduate,0,0,23,525
63810.0,0,58,single,Graduate,1,0,23,1242
54132.0,0,55,in_relationship,Postgraduate,2,0,5,39
18690.0,0,65,in_relationship,Graduate,1,0,5,14
28164.0,0,54,in_relationship,Graduate,2,0,9,47
34596.0,0,50,in_relationship,Postgraduate,2,0,4,16
43269.0,0,52,in_relationship,Postgraduate,2,0,4,18
38741.0,0,66,single,Undergraduate,2,0,7,34
31907.0,0,52,single,Graduate,0,0,14,184
27100.0,0,41,in_relationship,Postgraduate,2,0,5,25
31163.0,0,51,single,Undergraduate,1,0,5,15
92533.0,0,39,in_relationship,Graduate,1,1,23,832
34853.0,0,51,single,Graduate,2,0,7,27
70844.0,0,57,single,Graduate,2,0,17,222
31086.0,0,45,in_relationship,Undergraduate,3,1,6,29
60544.0,0,63,in_relationship,Graduate,3,0,15,246
20491.0,0,38,in_relationship,Undergraduate,1,0,4,14
42523.0,0,60,in_relationship,Graduate,1,0,7,61
39922.0,0,41,in_relationship,Graduate,2,0,9,100
33402.0,0,72,in_relationship,Graduate,3,0,9,47
36408.0,0,75,in_relationship,Postgraduate,3,0,4,14
21645.0,1,45,in_relationship,Graduate,2,0,9,37
78427.0,1,76,single,Postgraduate,0,1,23,1586
82657.0,0,78,in_relationship,Graduate,1,1,23,1806
51876.0,0,66,in_relationship,Graduate,1,0,13,228
78041.0,0,53,in_relationship,Undergraduate,1,0,18,1070
52852.0,0,67,in_relationship,Graduate,2,1,26,821
70038.0,0,42,in_relationship,Postgraduate,1,0,17,989
69401.0,0,51,in_relationship,Undergraduate,2,0,17,585
46053.0,0,52,in_relationship,Graduate,2,0,12,158
77343.0,0,59,in_relationship,Graduate,1,0,17,951
73892.0,1,71,single,Graduate,0,0,23,1406
40304.0,0,57,single,Postgraduate,1,0,6,54
32727.0,0,59,in_relationship,Postgraduate,1,0,17,360
68695.0,0,55,in_relationship,Graduate,1,0,16,895
43300.0,1,53,single,Graduate,1,0,11,146
26290.0,0,52,in_relationship,Graduate,3,0,10,39
93790.0,1,54,single,Graduate,0,1,25,2101
38410.0,1,50,in_relationship,Postgraduate,1,0,18,340
64866.0,0,74,single,Postgraduate,1,0,21,534
57957.0,0,65,in_relationship,Graduate,2,0,25,526
46015.0,0,69,in_relationship,Postgraduate,3,2,5,40
16531.0,0,46,in_relationship,Graduate,2,0,9,21
28072.0,0,38,in_relationship,Postgraduate,2,0,5,40
49476.0,0,61,single,Postgraduate,1,0,22,504
50725.0,0,71,in_relationship,Graduate,2,0,21,528
83844.0,0,72,in_relationship,Graduate,1,0,20,1277
41145.0,0,74,in_relationship,Postgraduate,3,0,4,12
67419.0,0,54,in_relationship,Graduate,2,0,25,1282
23162.0,0,54,in_relationship,Undergraduate,3,0,8,20
34380.0,0,47,in_relationship,Graduate,2,0,12,137
34704.0,0,58,single,Graduate,1,0,5,34
94871.0,1,55,in_relationship,Postgraduate,3,0,18,746
65148.0,0,66,in_relationship,Graduate,2,0,21,917
39898.0,0,70,in_relationship,Graduate,2,0,9,103
64857.0,0,68,single,Postgraduate,0,0,23,1287
59892.0,0,54,in_relationship,Postgraduate,2,0,7,86
41020.0,0,37,single,Postgraduate,0,0,10,167
57072.0,0,63,in_relationship,Postgraduate,2,1,27,1004
60474.0,0,45,single,Graduate,1,0,31,767
62807.0,0,64,in_relationship,Graduate,2,0,23,689
19414.0,0,43,in_relationship,Undergraduate,2,0,5,17
19107.0,0,44,in_relationship,Graduate,2,0,6,15
75484.0,0,48,in_relationship,Undergraduate,2,0,18,734
70379.0,0,48,single,Postgraduate,1,0,25,720
79419.0,0,54,in_relationship,Postgraduate,1,0,15,1565
64014.0,0,78,in_relationship,Postgraduate,4,1,22,436
76998.0,0,69,in_relationship,Graduate,2,0,29,1699
49854.0,0,52,in_relationship,Postgraduate,2,0,18,311
60585.0,1,53,in_relationship,Postgraduate,3,0,30,618
42873.0,0,74,single,Postgraduate,2,0,15,249
87679.0,1,36,in_relationship,Graduate,1,2,29,2246
57867.0,0,46,in_relationship,Graduate,2,0,25,557
35765.0,0,34,in_relationship,Graduate,2,0,8,55
65492.0,0,65,in_relationship,Graduate,1,0,26,703
32952.0,0,47,single,Graduate,1,0,6,50
53374.0,1,55,in_relationship,Postgraduate,2,1,21,1007
71706.0,0,65,in_relationship,Graduate,2,0,25,1240
68487.0,0,36,in_relationship,Graduate,1,0,30,1155
53253.0,0,49,in_relationship,Postgraduate,3,0,19,282
31163.0,0,51,single,Undergraduate,1,0,5,15
42014.0,1,47,in_relationship,Graduate,2,0,20,367
54108.0,0,51,in_relationship,Postgraduate,3,0,32,636
49667.0,1,69,single,Postgraduate,0,1,22,1327
63206.0,0,50,in_relationship,Postgraduate,1,0,14,883
57136.0,0,52,in_relationship,Postgraduate,3,0,26,420
46772.0,0,49,in_relationship,Undergraduate,2,1,30,643
78931.0,0,53,in_relationship,Postgraduate,1,0,24,698
53977.0,0,66,in_relationship,Graduate,2,0,27,801
84219.0,0,36,in_relationship,Graduate,1,0,18,971
46098.0,0,49,single,Postgraduate,2,0,11,84
73538.0,0,59,in_relationship,Graduate,2,0,26,1315
79529.0,0,38,in_relationship,Graduate,1,0,22,1171
20981.0,1,47,in_relationship,Undergraduate,1,0,7,24
51766.0,0,44,single,Graduate,1,0,12,198
55759.0,0,62,in_relationship,Graduate,2,0,26,760
33039.0,0,46,in_relationship,Graduate,2,0,7,50
37787.0,0,52,in_relationship,Postgraduate,2,0,7,81
27242.0,1,54,single,Graduate,1,0,7,46
87188.0,1,41,single,Postgraduate,0,0,19,1745
69930.0,0,53,in_relationship,Graduate,1,0,22,1177
